,poi,bonus,exercised_stock_options,salary,total_stock_value
46,0.0,-0.187097865155,-0.443446667333,-0.0679826842098,-0.451181360568
47,0.0,0.0792495063673,-0.332788947793,0.134497951829,-0.361467334372
48,0.0,-0.586364422994,-0.109171945645,-1.04143909075,-0.198487096809
49,0.0,-0.586364422994,-0.0162231751084,-1.04143909075,-0.156093411354
50,0.0,-0.586364422994,-0.458140892883,-1.04143909075,-0.48736950459
51,1.0,-0.116519296386,-0.383117980961,0.352649569039,-0.37973600471
52,0.0,0.00094198526595,-0.372755344328,0.342028182577,-0.364347585423
53,0.0,-0.586364422994,-0.460102484149,-1.00790187288,-0.500672685492
54,0.0,0.314172069671,-0.338290928152,0.855327596563,-0.375922802099
55,1.0,0.588248393526,0.648057711204,0.192025814445,0.492093557948
56,0.0,-0.586364422994,-0.460102484149,-1.04143909075,-0.156245019866
57,0.0,-0.586364422994,-0.460102484149,-1.04143909075,-0.477151929711
58,0.0,-0.586364422994,-0.460102484149,-1.04143909075,-0.4468232372
59,0.0,-0.0382117752847,-0.422583524396,0.290229277815,-0.396887338956
60,0.0,0.744863435728,-0.460102484149,0.0322994275848,-0.432154336998
61,1.0,-0.586364422994,5.69622133964,-1.04143909075,4.27842278337
62,0.0,-0.586364422994,0.582538201712,-1.04143909075,0.626550269513
63,0.0,-0.586364422994,-0.309032942983,-1.04143909075,-0.326945175278
64,0.0,-0.586364422994,-0.00331805366137,-0.37868485505,-0.146075288657
65,0.0,-0.586364422994,-0.0268491448137,-0.609110637712,0.403383161459
66,0.0,-0.390595620241,-0.423071170823,0.421513670379,-0.387939485363
67,0.0,-0.586364422994,-0.373708826159,-1.04143909075,-0.433606112768
68,0.0,-0.273134338589,-0.29001453226,0.353288373189,-0.349058426218
69,0.0,0.196710788019,-0.0554884173237,1.00850370595,0.455213078745
70,0.0,-0.586364422994,-0.460102484149,-0.158033789857,-0.340000904993
71,0.0,1.84116873115,-0.443885889289,0.334737703469,-0.415681357641
72,1.0,-0.0382117752847,-0.32568715899,0.529948139897,-0.202417889218
73,1.0,0.0400957458166,-0.460102484149,0.0957590430212,-0.347661173591
74,0.0,5.67823726511,0.372117067937,0.678708388849,0.301973843403
75,1.0,4.8951620541,6.41304757911,4.39509348769,7.12791936468
76,0.0,0.196710788019,-0.460102484149,0.34641869364,-0.44466949538
77,0.0,-0.586364422994,-0.37748513447,-1.04143909075,-0.436537624894
78,0.0,-0.586364422994,-0.289921085037,-1.04143909075,-0.368562488456
79,0.0,-0.429749380791,0.050027503871,0.157368154372,-0.024689063783
80,0.0,-0.586364422994,-0.385623847271,-1.04143909075,-0.442855630019
81,0.0,-0.586364422994,-0.0458319375384,0.730416035876,-0.179078411237
82,0.0,-0.586364422994,-0.327160303426,-1.04143909075,-0.382782931922
83,0.0,0.118403266918,-0.358698240741,0.294031683469,-0.353435189977
84,0.0,0.275018309121,-0.13533636752,0.809257649653,-0.0189305810558
85,0.0,-0.586364422994,-0.308565706871,-1.04143909075,-0.237941658644
86,0.0,1.44963112564,-0.239180043665,0.836685669108,-0.242370460161
87,0.0,-0.116519296386,-0.460102484149,0.813060055308,-0.409791149485
88,0.0,-0.586364422994,-0.361354783193,-1.04143909075,-0.352190633218
89,0.0,-0.586364422994,-0.448188663644,-1.04143909075,-0.466321396647
90,0.0,-0.331864979415,-0.460102484149,0.312688820547,-0.468283453116
91,0.0,0.275018309121,-0.248731670465,0.234415032681,-0.280584348652
92,0.0,-0.273134338589,-0.379966388342,0.121001946693,-0.407865131106
93,0.0,-0.586364422994,-0.460102484149,-1.04143909075,-0.443399308084
94,0.0,0.00094198526595,-0.132530149431,0.626944973206,-0.0957470101863
95,0.0,-0.586364422994,0.593745665268,-0.560100163763,0.634464047426
96,0.0,0.196710788019,2.61428452014,0.286254496437,3.19912334109
97,0.0,-0.35144185969,-0.454339972133,2.27951609952,-0.496199302374
98,0.0,-0.273134338589,-0.283955470386,-0.0422125136207,-0.363931438699
99,0.0,-0.586364422994,-0.460102484149,-1.04143909075,-0.49332464344
100,0.0,-0.586364422994,-0.28276666964,-1.04143909075,-0.330572906001
101,0.0,-0.586364422994,1.04246461997,-0.550472472646,0.724983338505
102,0.0,-0.508056901893,0.372452637513,-0.654105771291,0.155141465715
103,1.0,0.784017196279,3.5007340767,1.09113251576,3.00100845226
104,1.0,-0.0382117752847,-0.13288953104,0.221978631254,-0.202599322355
105,0.0,-0.586364422994,-0.308114278748,-1.04143909075,-0.382685691217
106,0.0,0.979785999032,-0.171577081326,0.500360354031,-0.178809834273
107,0.0,-0.0773655358354,-0.338473620474,0.322742381098,-0.347355315845
108,0.0,-0.116519296386,-0.403859462418,0.216629913966,-0.423915284266
109,1.0,-0.429749380791,-0.135059027369,0.0325833405403,-0.113322879333
110,0.0,-0.586364422994,-0.174664441486,-1.04143909075,-0.216023355125
111,0.0,0.588248393526,-0.0928052749464,1.13242157129,-0.0146272915036
112,1.0,3.79885675868,3.39184405045,4.59249917965,3.55262934304
113,0.0,-0.194826817487,-0.460102484149,0.17280592133,-0.421181670955
114,0.0,-0.508056901893,-0.187489722587,-0.216170037377,-0.289045998718
115,0.0,-0.0382117752847,-0.460102484149,0.26398253905,-0.392104836023
116,0.0,-0.116519296386,0.176469199653,0.303162526914,0.081070300139
117,0.0,-0.586364422994,0.430842944348,0.0845444812775,0.247707316367
118,0.0,-0.35144185969,-0.341792697729,0.212533455608,-0.319233024259
119,0.0,0.0312861496927,-0.460102484149,0.421670836479,-0.500672685492
120,0.0,0.0792495063673,0.409645832644,0.768967359338,0.41565739279
121,0.0,-0.586364422994,-0.25393249864,-1.04143909075,-0.340624892075
122,0.0,-0.331864979415,-0.126281791899,0.276707923307,-0.18123432777
123,0.0,-0.586364422994,-0.460102484149,-0.718265029367,-0.440878971911
124,0.0,-0.586364422994,-0.440348901915,-1.04143909075,-0.485338168003
125,0.0,1.76286121005,0.196821484434,1.54604218851,0.443639726109
126,0.0,-0.233980578038,-0.200561528266,0.56846397424,1.85176373956
127,0.0,-0.586364422994,-0.432262415507,-1.04143909075,-0.479060705728
128,1.0,-0.586364422994,1.20244806566,-0.238355806902,1.34546509496
129,0.0,-0.586364422994,-0.421531392714,-1.04143909075,-0.470730315081
